name,skills,powerscale,description,age,dclass_id,characteristics_id,universe_id
Asuna 276,"Breathing techniques, demon slayer mark",190451,A powerful warrior from another universe.,,3402,7365,268
Endeavor 277,"Super strength, flight, laser vision",224002,A powerful warrior from another universe.,8167,8585,372,220
Subaru 278,"Firearms, explosives, tactical genius",594130,A powerful warrior from another universe.,2262,5459,1046,349
Deku 279,"Quirk: One for All, 100% Detroit Smash",569187,A powerful warrior from another universe.,9425,2927,9806,158
Rimuru 280,"Haki, devil fruit, conqueror haki",622257,A powerful warrior from another universe.,4650,2650,35,190
Sinon 281,"Stand power, time stop, vampirism",448364,A powerful warrior from another universe.,3773,1994,1084,153
Leafa 282,None,516179,A powerful warrior from another universe.,,9332,6766,260
Jonathan 283,"Sharingan, Rinnegan, Susanoo, genjutsu",972456,A powerful warrior from another universe.,,8098,5172,228
Zenitsu 284,"Sharingan, Rinnegan, Susanoo, genjutsu",514565,A powerful warrior from another universe.,5778,9838,8310,384
Luffy 285,"Quirk: One for All, 100% Detroit Smash",305469,A powerful warrior from another universe.,1609,6706,2694,43
Jotaro 286,"Slime abilities, unlimited shapeshifting",942633,A powerful warrior from another universe.,6551,9983,4790,203
Batman 287,"Super strength, flight, laser vision",380651,A powerful warrior from another universe.,,1435,7416,178
Giorno 288,"Stand power, time stop, vampirism",714326,A powerful warrior from another universe.,,4441,8303,476
Naruto 289,"Breathing techniques, demon slayer mark",611496,A powerful warrior from another universe.,6955,8595,9065,176
Kazuma 290,"Dark magic, undead army, time stop",597638,A powerful warrior from another universe.,,7220,7892,2
Levi 291,None,291629,A powerful warrior from another universe.,,3690,3211,147
Endeavor 292,"Haki, devil fruit, conqueror haki",857611,A powerful warrior from another universe.,,6253,9260,412
Ichigo 293,None,225065,A powerful warrior from another universe.,,6071,1554,413
Superman 294,"Sharingan, Rinnegan, Susanoo, genjutsu",754175,A powerful warrior from another universe.,,3063,3673,136
Emilia 295,None,272519,A powerful warrior from another universe.,,8924,4739,184
Inosuke 296,"Breathing techniques, demon slayer mark",221484,A powerful warrior from another universe.,,8283,7681,311
Deku 297,"Stand power, time stop, vampirism",875315,A powerful warrior from another universe.,6777,541,4859,366
Batman 298,"Combat knife, martial arts, stealth",18978,A powerful warrior from another universe.,8318,349,3426,252
Thanos 299,"Super strength, flight, laser vision",511738,A powerful warrior from another universe.,,9048,2269,72
Deku 300,"Titan shifter, 3D maneuver gear",372081,A powerful warrior from another universe.,,3011,9839,157
Bakugo 301,"Breathing techniques, demon slayer mark",235395,A powerful warrior from another universe.,6291,6063,8097,40
Luffy 302,"Titan shifter, 3D maneuver gear",780139,A powerful warrior from another universe.,6170,9214,5300,354
Spider Man 303,"Titan shifter, 3D maneuver gear",925140,A powerful warrior from another universe.,5794,385,2775,350
Dio 304,"Stand power, time stop, vampirism",823831,A powerful warrior from another universe.,,3278,8928,257
Klein 305,"Combat knife, martial arts, stealth",544053,A powerful warrior from another universe.,,2093,9036,206
Yui 306,"Slime abilities, unlimited shapeshifting",601408,A powerful warrior from another universe.,,291,2572,287
Asuna 307,"Speed force, time travel, infinite mass punch",892765,A powerful warrior from another universe.,,213,3875,319
Dio 308,"Titan shifter, 3D maneuver gear",979903,A powerful warrior from another universe.,3238,829,9288,456
Eren 309,"Titan shifter, 3D maneuver gear",720269,A powerful warrior from another universe.,5224,9263,4636,284
Thor 310,"Titan shifter, 3D maneuver gear",999735,A powerful warrior from another universe.,,2772,8475,235
Captain America 311,"Firearms, explosives, tactical genius",256778,A powerful warrior from another universe.,6228,5391,2398,460
Hawks 312,"Breathing techniques, demon slayer mark",987638,A powerful warrior from another universe.,,7375,3018,97
Klein 313,"Haki, devil fruit, conqueror haki",920236,A powerful warrior from another universe.,8349,4822,3096,309
Agil 314,None,864235,A powerful warrior from another universe.,6527,2888,146,398
Subaru 315,"Stand power, time stop, vampirism",751355,A powerful warrior from another universe.,,7003,4734,270
Asuna 316,"Slime abilities, unlimited shapeshifting",230112,A powerful warrior from another universe.,3864,4288,508,312
Darkness 317,"Speed force, time travel, infinite mass punch",94475,A powerful warrior from another universe.,,8196,9755,18
Rengoku 318,"Quirk: One for All, 100% Detroit Smash",576289,A powerful warrior from another universe.,4698,446,9755,20
Batman 319,"Super strength, flight, laser vision",917972,A powerful warrior from another universe.,5504,4302,2175,431
Luffy 320,"Combat knife, martial arts, stealth",794095,A powerful warrior from another universe.,6925,9037,409,108
Darkness 321,"Dark magic, undead army, time stop",319333,A powerful warrior from another universe.,,7527,4007,348
Madara 322,"Ki manipulation, instant transmission, ultra instinct",697832,A powerful warrior from another universe.,1192,9938,7940,43
Hawks 323,"Ki manipulation, instant transmission, ultra instinct",428383,A powerful warrior from another universe.,,1590,4011,269
Rimuru 324,"Combat knife, martial arts, stealth",226000,A powerful warrior from another universe.,,58,9734,466
Ainz 325,"Combat knife, martial arts, stealth",450202,A powerful warrior from another universe.,,1175,9008,332
Ichigo 326,"Soul reaper powers, bankai, hollow form",254254,A powerful warrior from another universe.,,5885,8036,352
Deku 327,"Breathing techniques, demon slayer mark",44587,A powerful warrior from another universe.,301,3780,6855,412
Thor 328,"Stand power, time stop, vampirism",291803,A powerful warrior from another universe.,,6129,4884,193
Mikasa 329,"Dark magic, undead army, time stop",628846,A powerful warrior from another universe.,,5792,1383,18
Tanjiro 330,"Combat knife, martial arts, stealth",172737,A powerful warrior from another universe.,,7104,2625,105
Jotaro 331,"Dark magic, undead army, time stop",884476,A powerful warrior from another universe.,6519,3404,8188,204
Naruto 332,"Firearms, explosives, tactical genius",46746,A powerful warrior from another universe.,,95,9479,171
Sasuke 333,"Dark magic, undead army, time stop",102510,A powerful warrior from another universe.,,4704,3770,226
All Might 334,None,416741,A powerful warrior from another universe.,,2761,3841,389
Aizen 335,"Quirk: One for All, 100% Detroit Smash",53630,A powerful warrior from another universe.,,5776,1491,282
Asuna 336,"Soul reaper powers, bankai, hollow form",789947,A powerful warrior from another universe.,2936,6947,8625,437
Hulk 337,"Combat knife, martial arts, stealth",860568,A powerful warrior from another universe.,,5614,6023,119
Tanjiro 338,"Slime abilities, unlimited shapeshifting",233476,A powerful warrior from another universe.,,2743,9600,272
Naruto 339,"Stand power, time stop, vampirism",584513,A powerful warrior from another universe.,5312,3214,3238,407
Rimuru 340,"Ki manipulation, instant transmission, ultra instinct",589642,A powerful warrior from another universe.,,2339,3053,351
Mikasa 341,"Firearms, explosives, tactical genius",839483,A powerful warrior from another universe.,2793,8217,7730,86
Asuna 342,"Super strength, flight, laser vision",281448,A powerful warrior from another universe.,5406,8496,1493,376
Giorno 343,"Haki, devil fruit, conqueror haki",809665,A powerful warrior from another universe.,1363,5953,6704,198
Aqua 344,"Quirk: One for All, 100% Detroit Smash",532692,A powerful warrior from another universe.,1540,9990,6401,3
Hawks 345,"Dark magic, undead army, time stop",268265,A powerful warrior from another universe.,,6548,6758,25
Levi 346,"Speed force, time travel, infinite mass punch",159770,A powerful warrior from another universe.,6513,7720,1715,286
Emilia 347,"Stand power, time stop, vampirism",10330,A powerful warrior from another universe.,116,9966,6406,133
Rimuru 348,"Firearms, explosives, tactical genius",447260,A powerful warrior from another universe.,6401,4617,1187,24
Rengoku 349,"Slime abilities, unlimited shapeshifting",268606,A powerful warrior from another universe.,4159,5576,9699,419
All Might 350,"Sharingan, Rinnegan, Susanoo, genjutsu",311157,A powerful warrior from another universe.,,1868,1544,168
Gintoki 351,"Titan shifter, 3D maneuver gear",199905,A powerful warrior from another universe.,,8602,2979,33
Asuna 352,"Breathing techniques, demon slayer mark",246287,A powerful warrior from another universe.,,9410,4832,272
Darkness 353,"Titan shifter, 3D maneuver gear",18209,A powerful warrior from another universe.,7841,5966,7999,264
Emilia 354,"Dark magic, undead army, time stop",599229,A powerful warrior from another universe.,6435,4183,5241,496
Leafa 355,None,721722,A powerful warrior from another universe.,,2711,3775,371
Eren 356,"Ki manipulation, instant transmission, ultra instinct",635529,A powerful warrior from another universe.,,7090,1200,206
Hawks 357,"Slime abilities, unlimited shapeshifting",252811,A powerful warrior from another universe.,,5345,9669,306
Asuna 358,"Firearms, explosives, tactical genius",450780,A powerful warrior from another universe.,,869,3185,356
Endeavor 359,"Firearms, explosives, tactical genius",867863,A powerful warrior from another universe.,3667,776,437,373
Naruto 360,"Stand power, time stop, vampirism",980918,A powerful warrior from another universe.,9332,4415,6760,451
Naruto 361,"Slime abilities, unlimited shapeshifting",52032,A powerful warrior from another universe.,2424,312,4014,490
Kakashi 362,"Quirk: One for All, 100% Detroit Smash",958503,A powerful warrior from another universe.,,9529,3671,297
Gintoki 363,"Quirk: One for All, 100% Detroit Smash",876463,A powerful warrior from another universe.,3533,3473,2489,245
Goku 364,"Soul reaper powers, bankai, hollow form",581349,A powerful warrior from another universe.,,1659,1765,364
Kirito 365,"Titan shifter, 3D maneuver gear",584858,A powerful warrior from another universe.,7498,443,6240,66
Kakashi 366,"Quirk: One for All, 100% Detroit Smash",904194,A powerful warrior from another universe.,,4825,550,95
Klein 367,"Stand power, time stop, vampirism",689411,A powerful warrior from another universe.,3205,3809,430,474
Deku 368,"Haki, devil fruit, conqueror haki",995242,A powerful warrior from another universe.,556,2093,307,179
Jonathan 369,"Speed force, time travel, infinite mass punch",503559,A powerful warrior from another universe.,3429,8042,5537,285
Kakashi 370,"Soul reaper powers, bankai, hollow form",185159,A powerful warrior from another universe.,6028,7130,9072,135
Emilia 371,"Haki, devil fruit, conqueror haki",669871,A powerful warrior from another universe.,4088,3312,2205,62
Thanos 372,"Soul reaper powers, bankai, hollow form",819982,A powerful warrior from another universe.,,4108,8116,71
Rengoku 373,"Super strength, flight, laser vision",604634,A powerful warrior from another universe.,4437,952,4522,161
Itachi 374,"Slime abilities, unlimited shapeshifting",38614,A powerful warrior from another universe.,1249,5874,7848,280
Emilia 375,"Titan shifter, 3D maneuver gear",227356,A powerful warrior from another universe.,6589,6386,5231,96
Darkness 376,"Stand power, time stop, vampirism",42268,A powerful warrior from another universe.,,2100,5347,86
Leafa 377,"Titan shifter, 3D maneuver gear",511102,A powerful warrior from another universe.,8098,6962,5880,201
Darkness 378,"Soul reaper powers, bankai, hollow form",542155,A powerful warrior from another universe.,4721,9569,8540,495
Iron Man 379,"Soul reaper powers, bankai, hollow form",128966,A powerful warrior from another universe.,,7880,460,43
Tanjiro 380,"Combat knife, martial arts, stealth",290205,A powerful warrior from another universe.,1215,6862,5543,355
Captain America 381,"Haki, devil fruit, conqueror haki",947994,A powerful warrior from another universe.,1917,2437,6889,373
Leafa 382,"Quirk: One for All, 100% Detroit Smash",647600,A powerful warrior from another universe.,,6836,7625,317
Kakashi 383,"Sharingan, Rinnegan, Susanoo, genjutsu",933520,A powerful warrior from another universe.,8365,9003,8852,244
Tanjiro 384,"Speed force, time travel, infinite mass punch",452144,A powerful warrior from another universe.,,7241,5310,22
Itachi 385,"Super strength, flight, laser vision",563268,A powerful warrior from another universe.,8657,6306,3913,313
Erwin 386,"Combat knife, martial arts, stealth",193000,A powerful warrior from another universe.,,7823,7676,62
Kakashi 387,"Sharingan, Rinnegan, Susanoo, genjutsu",944476,A powerful warrior from another universe.,,3073,1341,51
Thanos 388,"Ki manipulation, instant transmission, ultra instinct",40105,A powerful warrior from another universe.,,6028,781,43
Todoroki 389,"Quirk: One for All, 100% Detroit Smash",933545,A powerful warrior from another universe.,,6046,3989,199
Superman 390,None,507568,A powerful warrior from another universe.,3423,6907,242,446
Yui 391,"Dark magic, undead army, time stop",468038,A powerful warrior from another universe.,,2521,7601,203
