speed,strenght,iq,battleiq
210423,722326,51,60
156386,969161,24,31
135643,488997,133,296
212798,3974,181,95
897006,212590,53,82
249813,640432,27,15
518360,351186,195,225
184079,467413,180,292
856895,905554,48,248
871751,209878,115,36
317512,263042,129,149
462017,545008,224,124
791758,740424,169,86
81020,80428,185,278
829283,313976,217,74
308983,657353,126,205
822548,836530,257,208
203747,855544,209,30
695593,197993,176,85
211382,953530,240,258
241723,547547,129,215
724466,954434,36,271
883720,328656,199,143
135565,911321,191,1
949656,67550,136,241
616856,586509,51,4
480889,949260,10,86
482356,615921,12,100
163773,709332,39,73
882992,86308,108,136
96861,798419,53,246
976143,90668,138,52
685292,463043,136,31
564462,283377,125,267
88150,704792,273,282
453333,285752,26,292
960187,636359,116,232
586826,956768,161,90
444890,421187,212,93
160205,685033,185,40
727273,737673,112,230
961574,540479,94,195
771121,157260,75,252
104146,573530,219,194
838770,418617,298,129
763663,813677,67,262
51731,170954,33,271
501876,59244,154,259
925638,125636,97,3
663636,931128,102,255
106153,533063,224,102
949757,204108,5,188
717298,85554,262,41
31082,959853,113,59
569304,44840,3,131
437801,25709,263,193
386997,302577,57,30
901167,357205,135,167
99033,919393,143,95
897333,939711,131,141
625976,528456,33,232
707768,671904,41,191
837049,225427,162,269
643307,872910,205,65
466626,669313,61,19
233700,311017,260,51
503209,967474,234,56
998785,738717,218,17
240604,377927,265,294
736541,270433,88,261
968221,391445,57,14
766515,96994,29,219
196010,869740,214,193
261852,802408,163,98
741917,239249,164,17
306612,915621,247,246
254926,639914,86,203
754359,785816,121,208
288266,868530,147,106
314384,225028,213,273
906801,105251,113,29
99735,113730,71,29
601409,446022,154,219
216725,954572,109,205
224168,245569,145,230
754831,401799,108,284
750285,679464,40,169
948806,240330,1,121
158936,428767,196,212
269820,246981,67,247
117832,626906,84,275
187296,456667,90,42
697131,486980,184,282
600138,416280,214,282
895029,331167,53,267
597799,335374,78,241
383039,635927,31,28
727095,535294,230,150
806906,671386,58,286
790913,755417,57,93
8430,247749,18,149
919309,660997,86,249
601191,385126,112,278
746862,611022,65,200
325790,812106,28,80
901327,53638,117,196
347145,485481,76,100
21999,357026,70,121
899143,620597,268,157
342786,177216,96,212
232462,45871,79,114
812443,595425,77,77
428636,905273,283,269
601304,552087,55,135
146959,358744,162,111
883912,727267,1,5
255376,192145,175,270
779108,458633,298,18
675683,198418,280,17
930618,981098,129,161
433170,665037,251,46
430841,831579,10,150
260634,15327,222,274
797115,270401,53,250
643370,822889,290,113
42503,45095,56,204
630022,457556,191,198
21991,368995,204,84
51639,986180,185,199
403758,183905,128,112
359159,419532,77,38
426682,165658,73,172
322935,446958,99,209
309884,210171,99,85
860787,7830,145,149
578357,551832,175,53
371138,642773,95,267
92888,848097,275,101
40084,511128,173,36
135092,527310,253,229
867296,408705,256,82
907435,79054,78,138
628102,298801,273,15
152709,300096,16,89
607698,434155,187,140
850763,8483,167,138
425167,41334,288,176
338798,841075,94,87
841178,409479,208,216
730434,343573,122,265
848376,183004,79,253
439374,375879,118,36
70630,4571,109,286
291218,793917,280,113
373818,504456,162,231
723241,228006,13,222
783177,233206,177,267
318000,108440,277,114
790279,760582,86,96
591075,138988,4,167
329661,637153,93,275
65597,367831,238,18
337929,925816,120,7
409274,377217,98,12
741756,467461,253,159
82191,274036,280,10
88709,14523,5,41
650175,840166,63,123
93265,339403,64,268
777680,819587,178,185
929542,828406,7,244
410246,180513,89,10
535041,647939,172,44
149192,179813,183,150
742369,649754,139,141
966243,775331,138,257
507542,663511,283,141
166115,247789,134,265
781391,461834,10,125
815407,931990,45,158
199719,671610,150,81
504506,716782,277,1
282876,283779,143,277
538313,999285,242,254
548025,723211,66,74
261364,725245,168,52
378536,771850,141,292
96822,331051,70,193
72774,382125,145,276
97105,497157,88,289
167286,574568,189,213
205026,124480,23,124
510352,94173,147,274
850218,506738,143,95
706235,371993,72,200
199931,598672,215,144
564,985334,103,59
270676,928765,31,253
403550,72509,5,269
681149,541749,131,268
473249,103816,277,99
444090,760331,30,168
844903,35093,202,196
315916,10447,191,270
583508,932328,41,3
331772,929324,280,180
799486,172135,106,200
451283,17670,229,207
768646,421222,0,227
196069,595655,53,41
351921,794578,152,259
573598,892959,31,6
251829,419824,263,128
766914,654204,25,163
87704,388363,189,166
622201,217595,174,116
658030,693814,214,212
964061,299358,251,37
261870,21572,121,218
671530,845515,83,297
10730,745458,39,251
454786,259401,270,83
803062,703912,50,158
569313,627213,28,98
335350,372302,288,18
361524,625875,154,32
619667,97678,279,48
355204,744525,68,252
853531,246273,217,44
986288,210848,2,298
909316,520331,31,92
161696,977628,140,60
573568,698166,295,11
661377,422610,120,274
601328,574631,232,14
90141,968283,210,60
163147,414272,127,29
120594,994648,258,176
944401,345417,227,275
956241,893455,100,205
487791,667384,133,142
123762,274339,278,299
230645,16877,188,43
179979,824718,55,65
289678,963991,273,294
980935,273399,299,283
435734,395378,17,266
421611,258550,11,6
787944,530949,35,28
779690,226282,126,244
214852,418545,86,249
898664,477857,28,295
248858,245357,61,63
56982,220837,101,52
279669,613604,246,282
96384,188351,31,236
21567,504427,24,202
293830,192725,119,269
428809,785823,289,87
876911,593997,171,187
23922,847884,279,247
349753,980288,157,147
602530,104078,229,97
108376,451913,46,51
131734,831522,66,230
741831,587291,17,285
291171,145133,292,248
434122,523336,228,271
690166,184331,166,73
994778,563655,234,105
431680,444646,124,137
368539,788716,3,131
956526,190477,271,129
745998,119452,165,112
78188,133805,221,93
318057,401440,167,246
567197,339113,299,29
331203,609978,61,217
722298,330712,95,132
739094,832263,9,37
221256,656909,27,73
257132,58331,164,23
581902,717844,170,41
612264,898630,166,69
435499,48640,275,256
42259,468325,67,147
221893,427238,43,250
688857,246110,147,101
760557,93479,300,277
383086,935558,165,210
149916,465955,70,186
727098,41360,166,246
156938,827035,242,56
591916,571205,235,26
746907,730221,209,291
396225,891351,143,99
162074,899412,114,21
526357,220637,235,165
610642,393920,139,153
15751,417646,39,33
422689,929385,235,34
158322,496958,249,225
603070,772673,244,134
647741,331147,165,34
483035,649978,97,176
377442,225411,245,199
659705,8499,44,76
609241,132236,253,31
860203,493315,75,176
959739,353927,292,187
829274,303442,263,139
939048,329420,215,178
434291,66612,292,105
906606,224216,182,120
659668,958666,258,151
165254,144814,124,223
521255,275630,141,221
22959,135267,242,134
483280,804887,282,244
642205,635921,220,269
79304,594860,138,29
917703,114330,6,74
545801,736704,60,5
30840,60454,77,121
395653,452399,286,56
289879,21180,234,74
107564,744570,268,28
190637,393812,207,265
180257,952545,297,221
203057,97049,161,47
848689,485635,273,224
732475,104844,4,46
233275,46497,107,82
662104,653994,189,3
387769,966527,275,13
256300,589671,245,97
684990,400053,80,229
114886,290781,294,142
547177,648645,293,211
824069,372520,107,138
293586,548387,291,142
784486,477339,118,237
187332,245073,167,154
962322,630382,156,235
926606,948960,36,128
809200,48480,243,246
218555,390524,104,71
841027,690170,11,76
303721,47652,287,113
914145,588480,159,285
908294,725994,38,2
724129,714878,140,102
923150,101465,239,177
299789,251775,33,19
835822,765347,294,270
680559,422867,12,169
844957,288909,15,54
41433,922832,152,175
207072,740320,147,90
497673,744026,31,292
675662,972532,299,120
412829,405741,33,239
683924,198451,242,157
172023,835859,295,264
588176,576425,188,115
822688,279015,113,38
563362,727643,297,67
488742,902981,78,133
453329,745255,52,171
199183,619505,72,185
848453,479935,290,258
814997,320227,76,243
244524,132519,278,273
838873,309007,193,122
272730,69427,27,17
31534,871385,253,257
693973,929286,55,21
622825,260915,195,9
213364,58872,223,294
890728,657764,275,177
751842,436131,36,103
979297,385433,26,240
796020,521603,46,191
401997,319259,145,283
827132,422659,132,232
480714,516629,285,8
146118,484143,55,181
289205,147855,53,148
507651,536087,43,148
547216,202719,249,280
479243,706254,140,238
152297,739469,96,190
686551,890931,157,174
177654,498214,203,134
303659,264418,49,234
56563,907460,58,210
28093,699809,247,153
897353,307587,239,24
162885,905110,215,297
849245,763805,136,136
311122,655919,20,139
961445,407054,284,104
715125,14263,144,6
801893,903344,0,141
257178,379848,238,52
28641,506559,260,219
521751,713079,40,239
602556,968108,168,292
486899,357735,81,174
713317,595099,100,110
653886,688051,73,192
696599,786294,292,206
380927,84156,98,81
415512,651001,103,27
606411,618953,215,145
2781,246927,77,245
431710,755324,69,110
224240,916740,206,99
951243,17845,279,80
949718,664691,247,237
514997,486190,17,151
897895,609247,53,281
480290,160879,258,123
645987,416245,144,138
317596,426202,84,102
341030,525435,125,260
985787,185428,53,137
336069,561545,282,236
214549,679924,67,216
794973,751015,126,259
366182,59246,146,61
643405,843562,42,53
425849,185957,199,266
738221,354926,45,109
848276,553556,53,130
111593,100357,249,114
336300,538113,122,30
279094,878382,104,69
871498,270030,59,262
765796,362975,204,42
485237,641016,92,26
512507,217867,248,46
921095,423679,180,124
506021,426792,178,295
794474,964662,142,173
842814,215730,204,262
37794,163198,77,146
585308,446179,92,25
955669,910419,146,177
935603,583198,63,238
756826,445448,256,50
159788,42277,178,151
808573,971199,300,127
988625,46135,146,269
394546,84892,293,101
843892,160033,124,8
558192,724830,281,278
751578,439222,72,300
865997,703252,89,258
914006,309697,288,257
153063,849459,231,195
510978,777107,150,202
474718,948875,277,44
198937,706460,101,253
497530,551589,200,65
406239,716834,74,104
688838,709011,284,150
86452,511958,15,92
532713,400667,147,200
893530,591688,58,44
51610,643791,193,90
238524,315373,262,75
908033,553959,121,232
202674,528335,201,196
589394,247341,248,49
510895,322425,82,58
19847,24198,177,59
167365,824478,201,1
446166,186618,96,265
865055,67447,299,121
326541,594044,209,252
636002,93359,199,7
248225,913659,117,40
657378,255066,72,134
518089,157229,269,192
542596,200711,270,111
724645,264306,14,33
380610,401563,32,37
148152,833657,144,232
816897,259403,288,26
377867,51604,254,276
51924,487080,41,261
309793,279122,206,6
181199,91601,17,4
459396,323337,27,253
379653,761536,282,171
388181,442581,31,111
876160,693585,44,63
95268,547359,76,148
872059,748773,173,3
700875,873060,278,97
57252,562699,127,67
155127,945912,137,241
830095,139502,211,106
711593,497105,178,109
145719,155101,109,217
433077,413419,103,89
751272,923253,245,91
66655,705600,215,173
120837,687559,114,131
676445,232332,84,176
100969,940674,146,33
753844,882461,293,216
307051,22600,41,172
209061,829239,215,192
473386,760751,125,230
839581,225117,126,256
256450,266062,251,111
133695,500233,240,99
362666,339362,243,14
638114,940728,143,279
593470,367177,200,54
31016,423796,129,32
13475,830844,51,101
870780,178675,75,37
639499,252669,289,233
917009,302816,33,243
641601,289009,194,36
687850,735389,32,279
806302,490925,124,56
609608,361477,269,138
649237,843910,293,138
179548,110283,278,33
687664,311115,55,161
611525,839319,203,241
264250,12860,146,122
336327,346027,193,183
9393,700049,16,4
663232,406350,292,253
406911,910484,42,135
595627,732427,159,58
867854,454329,216,270
599408,962336,190,127
748228,980507,81,25
738749,991808,70,143
529707,520687,28,174
801185,653360,49,286
202145,586897,300,181
874601,17982,171,75
276014,667036,77,298
991787,907288,149,56
300393,986213,138,65
616681,572068,104,278
758413,365451,92,184
170721,114550,66,195
242626,128748,86,170
231086,990797,19,233
475318,140417,269,36
57346,260259,77,52
642754,649395,113,55
153677,511074,292,195
217091,424484,134,212
957661,841356,95,229
458996,855990,238,118
954607,720918,108,73
684886,252909,185,10
378740,648950,118,201
131698,494105,72,287
270604,167378,199,74
829699,964471,109,36
870452,600283,258,191
849569,973347,78,71
129046,924162,238,252
218468,769898,149,57
484584,931461,26,103
485161,336238,62,68
663696,452898,120,268
767134,916967,165,160
668916,423446,30,242
388740,733923,231,93
450559,419914,138,186
976053,102869,172,59
34905,815134,11,229
164293,760315,223,30
642942,565301,147,146
695144,236078,251,218
487392,821317,264,261
820975,335723,32,223
188165,729846,163,53
973654,754879,81,191
743654,457084,86,92
399359,334631,3,165
116847,844581,216,171
62114,182301,100,108
11941,941353,186,241
409166,899853,269,252
78791,439339,214,79
786471,139280,139,240
437027,122716,76,3
265311,299158,299,243
791262,827896,140,132
541722,142533,120,50
744718,718581,63,154
619402,787271,181,274
954820,182775,32,277
227364,201862,122,120
593542,392047,117,33
133644,535064,36,244
380582,2988,173,277
102345,773696,182,73
941384,538854,240,300
425661,265338,262,102
656504,882993,83,264
653923,580912,261,236
134432,22756,201,157
642676,535036,296,151
334094,760587,146,298
91242,680009,95,7
899717,610126,129,59
929869,437857,244,244
738191,698716,287,101
857485,578982,127,175
919576,566815,83,165
545355,978921,157,100
281751,787335,6,105
917296,413151,223,198
700560,691755,33,291
366271,752817,78,219
490613,549276,196,244
537810,308686,246,66
4352,73454,289,221
903012,925407,218,92
194145,14011,136,208
888603,278440,87,76
737754,283150,296,250
810350,257805,277,281
450495,854230,114,271
534521,168696,248,269
989586,570439,204,31
692765,157820,131,20
619138,142125,149,63
135047,684727,77,192
470666,858746,263,34
751437,320302,280,112
957935,414595,87,291
822605,430186,78,185
319064,691438,154,241
172239,866626,39,236
868130,777233,238,56
853841,772485,128,200
100285,924691,29,119
281091,850194,99,30
43577,152754,174,243
941380,521587,147,48
603212,408273,92,131
39246,967513,226,198
659324,167811,270,199
81634,227085,220,167
913046,202796,150,198
79591,891390,169,274
3314,290725,29,211
224348,287475,183,149
628010,397932,54,208
531263,986968,80,203
240395,608925,86,232
714760,232737,235,22
937246,939848,25,106
80603,310888,62,6
966309,627066,131,277
461333,759548,258,166
134211,590377,117,56
911107,773773,143,40
134957,954151,108,12
219219,656602,89,113
318384,459497,1,119
498981,749608,192,17
761803,972242,185,194
340751,29870,180,41
547838,853404,285,249
752788,619712,56,182
541779,14746,265,70
341597,108417,10,1
608665,736541,158,5
797985,901172,90,274
159776,27163,123,219
599272,456057,285,197
362242,296203,17,213
208525,912111,55,58
674664,792779,15,62
754994,268352,58,249
363763,314483,70,90
731004,385333,87,71
655686,369274,221,19
573138,869163,22,6
52512,361474,102,173
403058,586932,48,232
840796,274906,185,74
93881,583653,268,149
643239,130408,26,85
11568,394449,251,204
310762,760081,39,252
350653,954381,113,293
567288,999740,183,75
235109,952710,133,270
920166,410003,280,109
315159,779663,260,174
602629,777032,111,205
661557,635175,212,214
518772,441479,31,252
546790,862712,158,182
383264,306168,113,184
216202,515084,108,33
977164,382660,269,27
539790,786014,158,232
989813,837307,107,131
478656,665917,167,189
766693,561840,220,247
824212,647535,238,204
427236,947490,282,106
128690,160904,69,264
137397,174160,300,231
622928,582174,20,55
863550,722232,44,104
963690,72594,112,280
495625,321583,262,260
824247,57369,27,233
273085,205296,25,82
943206,619151,188,57
654182,471960,119,233
1680,426296,293,251
657514,847191,118,215
944130,664699,168,139
850170,637376,79,186
562161,194003,146,185
329286,19964,182,0
198702,37899,62,256
240174,239369,243,134
17620,79989,217,220
42974,142046,199,187
685330,727199,151,29
239618,880091,30,287
